radiant_win,rhero1,rhero2,rhero3,rhero4,rhero5,dhero1,dhero2,dhero3,dhero4,dhero5
0,6,5,81,41,50,36,67,30,72,56
0,46,120,8,27,126,86,129,138,11,62
1,14,74,6,80,101,83,10,5,29,36
1,74,30,14,104,19,36,87,10,135,86
0,114,64,14,123,76,86,101,89,126,104
0,110,85,49,113,137,97,50,65,44,128
0,88,37,25,67,36,43,71,74,83,138
1,100,25,60,64,81,14,10,20,70,58
1,100,137,80,36,138,113,35,5,83,30
1,129,74,89,22,72,11,7,137,9,138
0,120,101,27,121,67,68,100,108,72,2
1,85,91,70,104,52,97,21,93,14,120
0,6,50,35,40,49,85,8,56,68,47
0,26,123,40,6,129,107,84,86,14,18
0,27,100,104,126,11,14,71,16,64,42
1,35,75,99,36,8,64,53,138,44,104
0,30,72,46,40,63,4,76,83,28,62
1,8,64,32,31,96,26,56,74,100,14
1,129,137,109,102,26,31,1,9,76,120
1,87,114,43,74,86,102,73,8,97,26
0,123,63,14,29,137,102,88,54,11,9
0,79,11,44,46,101,19,105,47,41,2
0,84,93,36,9,13,67,14,72,87,59
0,1,42,84,48,60,68,41,135,14,36
1,25,69,86,121,58,21,26,6,102,44
0,106,9,70,68,97,1,73,86,77,13
1,15,19,70,64,22,126,71,14,35,84
0,108,70,36,123,9,14,29,20,74,138
0,97,129,44,2,90,26,102,36,8,55
1,10,30,15,8,136,64,13,86,35,51
1,26,104,5,71,34,19,37,17,70,85
0,57,35,95,46,62,2,32,37,11,99
1,44,101,97,80,71,102,86,32,107,136
0,135,84,17,21,6,119,2,56,74,4
0,91,39,38,75,95,35,11,14,20,129
0,47,30,112,44,9,84,53,114,98,11
1,138,70,36,35,42,71,19,46,26,54
0,9,59,93,123,76,136,39,57,44,14
0,1,128,36,17,110,2,75,90,30,70
1,93,58,70,85,26,49,59,77,7,67
0,105,44,98,53,126,59,93,26,50,89
0,6,60,14,101,28,30,138,64,98,25
1,45,67,74,30,96,10,88,17,32,129
1,75,16,11,30,137,70,37,97,88,113
0,41,7,36,58,53,59,14,85,128,67
0,137,57,46,113,47,12,2,36,105,86
0,9,44,84,34,43,47,11,119,129,87
1,104,22,35,2,31,14,138,95,106,136
1,102,14,84,21,123,65,44,30,15,86
1,101,21,60,85,93,87,114,53,104,8
1,26,83,100,11,34,42,74,97,113,86
1,21,75,67,36,49,39,59,85,44,1
1,63,32,138,76,5,31,93,11,69,50
0,65,62,67,26,70,119,76,12,34,111
1,84,56,64,10,69,59,1,35,97,5
1,1,35,28,68,87,56,72,86,81,26
0,29,34,15,93,30,96,101,95,105,86
0,58,48,83,100,11,35,63,64,129,110
1,110,17,16,67,128,70,101,39,102,85
0,8,51,99,138,35,72,43,93,62,36
1,25,20,34,69,44,64,53,59,121,114
1,30,75,1,137,11,31,97,23,47,8
1,107,32,75,38,70,81,106,7,5,129
0,70,31,86,35,104,47,93,68,138,7
1,14,60,11,86,42,48,33,97,63,98
0,49,128,54,5,11,14,86,138,83,35
1,74,49,2,72,1,75,11,44,5,27
1,128,104,44,39,21,27,1,28,25,86
1,36,41,86,84,96,1,20,17,100,2
1,53,135,26,50,12,129,41,14,86,119
0,34,30,16,138,74,1,26,11,94,27
0,109,126,137,45,85,9,112,60,129,101
1,64,85,58,5,44,41,27,28,97,114
0,26,102,73,84,48,114,67,57,138,2
1,106,126,21,69,1,28,136,86,6,64
0,81,20,14,5,11,35,56,54,108,30
1,22,16,102,70,83,13,39,1,66,85
1,9,14,85,1,62,37,80,30,110,58
1,30,129,100,35,17,8,23,26,83,104
0,35,42,54,70,105,57,2,45,41,74
1,31,138,29,26,70,121,105,1,22,129
1,36,11,57,1,85,62,54,9,68,69
0,128,6,85,22,123,41,43,137,138,86
0,21,138,85,39,97,54,14,35,50,104
0,74,50,114,99,87,21,14,5,46,84
0,13,110,10,48,137,95,27,114,40,74
0,40,12,50,121,86,22,62,18,98,35
1,29,40,53,19,41,35,1,54,94,22
0,30,41,100,71,44,1,59,14,33,79
1,60,93,35,83,97,107,86,126,62,6
0,44,128,36,99,72,39,123,27,70,77
0,11,7,128,97,53,104,67,75,101,25
1,88,30,41,35,71,12,107,51,98,76
1,104,25,128,21,1,70,75,53,8,30
1,102,83,85,26,101,56,36,19,9,105
0,76,42,104,48,123,18,34,98,109,36
1,13,36,44,138,51,20,97,39,56,19
0,44,138,73,94,101,64,6,26,15,93
0,89,9,90,98,102,11,120,29,93,35
1,31,7,18,45,21,12,64,123,88,14
1,18,26,85,104,29,11,31,106,17,47
1,92,63,74,14,64,75,138,46,43,20
0,65,123,25,32,43,10,58,107,99,33
0,7,35,54,97,64,8,30,58,76,2
0,86,2,15,14,95,100,104,70,64,87
0,22,110,137,104,54,17,2,14,42,50
1,2,30,84,97,8,96,75,67,86,27
1,26,73,104,102,20,2,49,86,35,48
0,70,121,21,28,45,5,75,56,62,16
0,114,10,30,104,119,45,95,14,44,99
1,11,80,75,8,128,104,101,28,30,2
1,136,76,30,6,75,13,43,7,32,138
0,1,57,69,36,62,8,27,107,19,136
0,83,23,1,107,53,114,21,22,2,104
0,84,30,72,137,76,10,2,100,20,86
1,105,138,104,67,51,35,9,68,33,2
0,50,30,1,123,2,3,14,70,90,104
1,27,97,1,23,105,34,40,50,44,96
0,138,35,7,9,108,93,31,97,2,90
0,105,70,34,123,103,51,108,102,113,72
1,93,35,58,97,37,50,68,128,6,96
1,71,23,5,8,83,25,129,105,14,114
1,7,9,71,30,94,138,77,74,39,8
1,71,22,6,5,35,104,30,14,1,63
1,103,44,123,96,32,34,81,75,1,68
0,93,14,42,20,34,71,67,30,105,138
0,90,82,43,123,35,62,7,104,40,6
0,128,21,2,121,104,34,97,6,27,7
1,112,14,67,58,69,93,59,107,21,19
1,1,71,37,2,14,44,23,53,47,111
1,62,73,2,44,110,7,14,8,100,87
0,14,138,63,37,36,48,34,30,111,7
1,87,26,98,44,35,6,138,31,72,37
0,72,97,21,44,11,110,35,3,41,123
1,71,42,105,15,9,59,26,64,89,76
0,74,17,2,82,33,102,64,123,34,69
0,104,129,112,34,44,21,128,1,30,50
0,11,45,37,87,63,2,8,19,35,101
1,26,42,35,102,2,97,85,44,60,36
0,87,10,101,71,23,6,32,91,30,74
1,76,74,64,93,1,27,98,100,8,32
0,136,75,27,36,32,11,37,16,71,18
1,15,48,104,35,85,10,7,40,73,26
0,88,11,71,29,73,69,83,17,93,14
1,53,6,28,84,62,36,95,86,105,135
1,120,9,70,33,128,8,11,71,17,45
0,54,63,83,42,106,21,35,4,110,30
1,35,2,93,7,31,99,30,44,56,47
0,64,114,129,15,5,87,51,47,28,138
1,42,7,108,35,5,60,25,44,26,46
0,2,75,84,74,63,108,40,35,42,64
1,46,14,25,20,67,90,104,29,114,93
0,121,112,97,41,11,34,83,52,49,113
0,120,44,31,91,106,71,138,14,64,6
1,83,9,28,54,106,71,84,21,17,2
1,16,46,14,75,35,37,138,21,108,70
1,138,84,72,42,13,104,100,76,9,69
0,119,31,135,18,99,11,123,30,70,104
1,35,137,84,81,9,70,106,64,55,2
1,121,93,75,69,74,26,92,104,11,128
0,123,14,40,12,62,93,43,110,37,89
0,6,86,9,29,107,72,93,104,97,71
1,44,64,53,84,8,101,62,1,23,40
0,35,26,9,2,74,136,67,30,101,96
0,64,129,22,51,8,104,39,93,56,114
1,32,20,35,128,28,94,82,45,37,29
0,68,113,56,69,30,36,26,121,96,32
0,32,50,5,20,11,39,138,84,73,129
1,70,25,93,83,27,42,59,87,30,21
1,14,11,104,93,28,16,74,32,75,113
0,14,21,6,84,35,96,48,34,30,123
1,27,93,74,126,9,137,5,45,47,8
1,36,84,50,44,93,76,137,27,1,32
1,138,128,2,100,26,22,21,25,9,93
1,67,96,80,31,84,65,30,123,44,40
1,105,74,2,85,1,41,42,21,30,75
0,17,30,6,38,9,39,102,56,83,73
0,7,53,106,104,30,123,71,36,86,80
1,102,77,11,85,101,128,54,22,69,68
0,93,64,85,11,75,112,2,18,106,5
1,32,1,51,57,74,27,22,86,70,104
1,1,68,100,74,138,21,88,106,79,44
1,14,1,21,80,6,83,95,22,137,68
1,39,28,54,128,5,93,23,49,123,17
1,8,87,104,59,27,13,31,81,67,84
0,82,71,27,6,30,89,5,22,101,137
0,2,109,71,82,41,93,90,96,94,34
1,75,37,96,41,25,6,90,47,101,22
0,58,27,114,19,11,44,84,36,28,71
0,138,7,44,75,68,120,8,30,60,26
1,100,6,101,84,21,5,88,27,53,59
1,110,112,39,56,18,106,128,94,27,21
0,36,26,67,51,128,129,13,12,71,5
0,129,31,74,41,22,128,27,86,10,104
1,51,1,28,27,104,8,13,29,36,128
0,8,97,128,30,14,68,26,107,10,104
0,128,106,29,119,93,64,51,6,56,31
0,31,21,19,74,6,7,23,1,86,126
1,31,35,7,2,113,54,26,102,13,37
1,14,9,26,22,89,114,56,5,40,136
0,36,74,86,6,105,84,1,98,31,39
1,35,30,101,34,85,106,2,67,110,64
1,120,72,86,11,97,84,137,1,119,71
0,2,26,11,93,86,104,34,54,14,75
1,86,60,54,21,70,72,10,34,104,73
0,32,13,138,93,106,12,135,21,45,56
1,72,8,49,32,85,68,30,21,28,86
0,45,110,39,72,26,21,7,33,31,114
1,35,86,14,68,48,54,29,21,30,53
1,31,16,56,44,30,8,76,5,75,9
1,1,19,74,33,75,42,28,123,3,53
1,75,9,14,42,53,21,41,31,102,121
0,48,90,137,138,22,23,99,65,70,27
1,79,86,76,67,21,105,33,104,62,80
0,2,9,41,22,74,31,47,138,123,1
1,32,138,14,87,1,72,11,53,135,98
1,11,44,26,19,126,33,22,42,9,87
0,104,19,75,34,53,91,18,71,108,22
0,75,70,31,5,44,13,26,8,86,104
1,113,5,43,14,93,6,3,69,135,65
1,26,87,76,89,98,93,13,19,119,11
1,54,5,70,27,74,72,19,58,100,22
0,137,31,68,84,12,51,60,126,3,44
1,62,7,84,12,75,109,26,53,128,42
0,19,137,35,74,85,86,44,102,105,97
0,68,80,111,93,14,104,11,74,27,100
0,21,102,56,121,75,11,113,42,52,25
1,56,104,64,47,26,11,97,43,63,33
0,83,11,96,42,105,30,85,41,29,35
1,30,8,28,21,75,86,32,72,70,99
1,59,22,58,30,93,35,21,12,64,97
1,104,41,121,31,23,136,30,86,35,129
0,75,29,11,44,100,128,26,73,8,13
1,8,32,2,6,62,26,16,78,64,47
0,15,6,138,36,55,64,99,8,75,47
0,53,26,135,34,10,7,27,2,138,36
0,38,93,121,7,99,26,70,23,25,5
0,2,42,27,86,23,28,104,114,43,30
0,87,54,137,76,128,14,30,11,72,19
0,69,128,36,56,5,84,67,95,85,113
0,68,97,84,8,74,126,14,35,53,9
1,101,1,74,84,19,9,32,126,23,30
0,11,29,21,10,87,135,82,123,8,9
0,8,5,128,119,97,52,62,7,67,86
0,70,129,9,128,106,103,37,21,138,42
0,128,86,8,68,13,110,31,63,104,67
1,58,96,1,77,36,14,135,10,74,85
0,128,59,51,30,41,27,63,98,76,53
1,2,74,21,5,54,71,14,84,6,75
1,18,120,104,64,123,16,87,12,106,78
1,86,29,14,99,91,138,73,30,135,48
1,64,104,94,100,30,101,49,86,8,14
0,68,35,32,114,2,86,96,14,22,67
1,6,98,62,27,36,102,21,104,72,4
0,86,35,34,72,123,85,69,17,1,21
0,48,26,99,75,101,5,67,6,45,108
1,33,44,135,26,11,74,73,21,54,14
1,86,54,52,30,108,75,90,15,92,66
1,84,129,31,54,135,70,53,34,86,102
1,128,50,114,22,14,93,2,11,81,37
0,35,114,32,21,22,91,81,11,88,67
1,6,47,7,62,5,84,104,72,50,33
0,63,74,52,30,93,121,6,26,128,97
0,35,32,103,87,26,47,27,31,60,90
0,103,33,5,41,14,87,138,104,63,35
0,44,101,14,58,84,99,102,112,40,35
1,5,26,95,84,38,59,86,9,103,8
1,99,93,76,14,74,114,120,27,136,21
1,70,84,3,14,136,2,119,25,102,26
1,62,84,121,102,34,2,45,96,50,44
0,113,70,68,72,104,21,96,86,11,8
1,100,98,138,64,41,107,77,89,86,113
1,34,11,87,32,53,30,26,15,101,94
1,9,6,71,101,35,99,50,137,84,12
1,84,102,60,121,86,135,75,85,49,138
1,14,6,27,49,57,70,72,30,113,98
1,104,107,62,93,5,12,35,40,72,99
1,41,83,30,2,67,1,14,106,128,49
1,30,44,51,28,34,33,31,18,111,120
0,8,62,30,35,2,18,100,96,17,98
1,138,9,20,12,85,93,87,30,97,27
0,86,106,60,108,6,56,26,50,2,68
1,21,5,113,2,8,75,84,95,12,40
1,7,50,74,123,1,105,101,41,2,11
1,9,35,57,49,18,8,20,3,26,46
1,7,9,86,106,56,67,36,84,22,97
0,97,12,14,101,87,46,1,96,26,50
0,93,20,28,105,27,35,128,49,30,41
0,91,71,68,56,1,72,50,47,32,8
1,20,53,60,70,31,129,86,13,57,8
1,6,104,42,121,64,56,35,75,87,47
0,14,56,21,50,29,4,32,137,89,91
0,50,31,120,36,35,26,135,62,44,43
0,75,86,120,104,67,49,33,84,11,76
0,67,107,26,63,123,50,128,69,11,41
0,10,85,91,22,64,86,28,83,6,25
1,70,7,26,38,17,96,13,44,84,30
0,1,62,52,35,50,71,120,9,137,10
1,9,29,44,84,93,87,59,72,86,36
1,98,50,7,41,74,88,97,76,104,8
1,93,86,137,43,17,6,138,98,44,128
0,29,76,30,86,93,87,34,44,102,14
1,26,35,42,19,11,13,6,30,137,105
1,105,56,19,8,32,7,4,11,138,9
1,75,84,123,99,8,87,86,97,95,35
1,94,104,12,41,6,7,27,102,129,47
1,14,68,31,10,69,26,49,112,94,30
0,86,111,106,136,71,138,35,67,61,85
1,64,137,123,102,138,93,58,100,105,27
0,51,89,82,5,4,73,13,50,74,104
0,14,34,40,10,87,106,26,86,104,74
1,104,123,6,64,43,1,102,121,76,84
1,35,1,32,72,26,76,93,69,86,84
0,77,20,82,30,102,35,85,72,41,31
1,138,85,120,27,6,63,97,54,21,49
1,72,30,75,44,36,37,123,54,6,70
1,138,19,84,14,25,27,22,2,126,44
0,101,35,30,82,93,86,6,21,105,28
0,33,21,14,27,72,105,7,75,10,113
1,86,114,104,76,112,75,72,128,136,97
1,74,51,64,40,70,129,138,83,112,17
1,96,42,120,57,101,21,84,6,88,98
0,17,78,25,93,72,30,22,104,19,10
0,2,37,44,138,75,110,62,96,1,121
0,95,68,123,100,41,1,51,2,50,105
1,110,104,48,137,41,68,53,55,44,123
0,34,11,26,14,81,101,100,106,6,98
0,128,14,86,6,58,31,17,135,41,123
0,137,64,119,95,98,74,48,35,104,30
0,84,75,35,86,19,28,50,71,123,59
0,90,14,93,17,38,138,49,102,75,58
1,14,2,8,22,11,97,7,74,96,4
1,6,138,51,9,16,45,1,20,53,7
0,16,8,37,86,26,64,18,72,17,7
0,128,129,98,1,87,26,30,32,74,19
0,21,50,86,83,138,76,6,64,46,85
0,72,27,77,44,138,5,7,99,89,50
1,128,76,32,58,51,7,21,14,5,85
0,105,114,129,74,43,39,13,104,99,93
1,47,39,27,8,111,71,70,31,21,86
1,9,1,19,5,96,76,86,95,26,4
0,11,41,8,126,128,121,119,63,44,36
1,21,8,14,27,104,106,74,96,9,95
0,84,56,74,45,96,16,30,41,27,6
1,75,6,1,4,14,35,5,32,36,138
1,44,76,60,26,64,97,30,70,39,86
1,114,59,86,97,75,19,56,11,129,123
1,15,59,137,30,70,108,58,21,40,72
1,42,128,93,7,50,99,9,101,54,104
1,43,6,137,102,105,17,85,135,63,41
1,28,101,86,123,35,138,110,31,83,1
0,44,1,101,103,104,26,29,21,70,57
1,72,7,114,6,75,128,73,138,86,10
0,31,75,100,109,33,87,69,64,56,49
1,34,45,62,50,10,138,106,21,11,29
1,75,52,28,93,86,57,47,1,104,136
0,85,49,54,35,86,14,67,63,32,123
0,51,106,31,101,41,93,26,3,29,11
1,86,56,51,76,39,35,37,13,67,30
0,98,27,104,36,67,6,50,8,62,25
0,52,41,26,101,59,71,105,128,67,123
0,93,74,38,50,5,14,9,59,11,22
0,13,2,68,103,11,35,22,86,53,113
1,80,136,138,23,55,5,34,79,97,48
0,46,62,72,69,68,42,50,74,6,90
1,72,93,36,53,26,41,30,71,104,96
1,135,56,6,112,21,54,66,61,88,121
1,90,22,27,42,96,67,43,30,34,114
1,74,99,104,93,5,30,84,10,26,29
1,129,9,42,37,43,27,69,114,82,138
1,14,30,74,95,27,93,76,15,26,32
1,35,137,80,4,101,36,49,93,138,7
1,41,38,120,50,97,2,44,67,138,128
0,29,72,138,16,84,74,39,83,20,11
0,67,20,52,83,101,11,22,74,23,5
0,50,44,2,17,5,10,86,97,85,22
1,126,10,2,9,31,44,106,22,77,72
1,32,53,84,10,36,12,34,62,74,6
1,12,31,45,14,100,111,28,44,49,30
1,74,70,75,99,7,114,97,30,76,44
0,30,136,22,92,63,97,6,35,50,87
0,128,11,42,21,27,32,31,81,85,97
0,76,26,1,21,5,99,11,30,9,44
0,42,13,75,5,2,30,35,100,47,14
0,100,99,93,6,86,11,27,84,104,42
0,6,75,31,40,2,34,8,14,27,60
0,34,29,93,87,121,100,41,6,45,62
0,100,25,46,87,53,22,30,35,96,6
0,64,105,1,136,52,113,9,56,28,27
1,34,6,101,135,91,49,113,138,56,27
0,101,11,87,96,98,60,46,4,72,137
1,30,104,138,114,50,21,93,123,35,49
1,64,11,104,62,120,108,30,44,14,90
0,2,114,26,7,94,69,97,63,76,84
1,86,74,93,83,98,16,14,70,128,4
0,5,93,110,17,52,120,70,123,69,27
0,83,106,26,98,6,68,77,27,126,1
1,86,29,34,93,75,11,62,70,65,5
1,75,30,71,100,81,101,13,98,67,138
1,71,39,9,51,11,59,128,19,119,100
1,5,74,29,93,8,37,17,54,98,64
1,82,35,30,75,136,90,5,6,102,41
1,137,56,11,50,75,96,74,51,44,14
0,99,105,49,67,35,56,101,100,104,26
1,16,9,87,1,92,26,106,105,71,129
1,93,128,76,57,14,85,72,137,50,86
1,73,2,26,43,58,12,136,97,112,15
1,76,85,36,31,8,22,2,26,138,128
0,123,114,93,11,104,94,75,6,28,71
0,10,19,20,114,46,71,101,90,22,18
1,83,27,37,23,138,43,31,63,35,135
1,14,121,34,53,129,65,19,114,87,109
1,41,74,68,35,42,60,6,20,126,14
0,128,14,10,30,97,44,81,29,26,86
0,99,68,138,111,6,35,104,64,15,3
1,65,100,26,86,48,6,104,27,84,50
1,99,28,26,44,9,49,11,4,14,1
1,46,64,72,14,53,135,97,90,69,114
0,59,22,70,101,71,26,1,137,14,112
0,74,50,135,8,9,26,72,104,59,56
0,43,101,6,51,123,67,64,76,129,136
1,44,18,20,50,82,84,53,93,58,21
0,105,1,80,30,47,100,74,7,109,126
0,97,20,121,41,74,56,26,85,36,28
1,4,105,31,100,65,19,74,14,87,55
